case_id,from_resource_id,to_resource_id,from_role,to_role,start_time,end_time,task_type
case445,r0211,r0211,approver,approver,2017-06-16 05:52:00,2017-06-16 19:15:00,task_execution
case446,r02,r02,assigner,assigner,2017-03-18 20:44:00,2017-03-22 10:04:00,task_execution
case446,r02,r012,assigner,assignee,2017-03-22 10:04:00,2017-03-28 18:03:00,transfer_of_task
case446,r012,r012,assignee,assignee,2017-03-28 18:03:00,2017-04-19 19:31:00,task_execution
case446,r012,r0212,assignee,approver,2017-04-19 19:31:00,2017-04-29 20:56:00,transfer_of_task
case446,r0212,r0212,approver,approver,2017-04-29 20:56:00,2017-06-03 15:17:00,task_execution
case447,r02,r02,assigner,assigner,2017-03-15 21:49:00,2017-03-23 03:30:00,task_execution
case447,r02,r021,assigner,assignee,2017-03-23 03:30:00,2017-04-12 06:56:00,transfer_of_task
case447,r021,r021,assignee,assignee,2017-04-12 06:56:00,2017-04-19 22:01:00,task_execution
case447,r021,r0212,assignee,approver,2017-04-19 22:01:00,2017-05-08 18:01:00,transfer_of_task
case447,r0212,r0212,approver,approver,2017-05-08 18:01:00,2017-06-13 12:59:00,task_execution
case448,r012,r012,assigner,assigner,2017-04-19 07:50:00,2017-04-22 11:33:00,task_execution
case448,r012,r011,assigner,assignee,2017-04-22 11:33:00,2017-05-04 15:10:00,transfer_of_task
case448,r011,r011,assignee,assignee,2017-05-04 15:10:00,2017-05-15 22:45:00,task_execution
case448,r011,r021,assignee,approver,2017-05-15 22:45:00,2017-05-21 16:54:00,transfer_of_task
case448,r021,r021,approver,approver,2017-05-21 16:54:00,2017-06-26 16:47:00,task_execution
case449,r022,r022,assigner,assigner,2017-03-03 05:25:00,2017-03-24 01:11:00,task_execution
case449,r022,r012,assigner,assignee,2017-03-24 01:11:00,2017-04-27 22:25:00,transfer_of_task
case449,r012,r012,assignee,assignee,2017-04-27 22:25:00,2017-05-15 06:47:00,task_execution
case449,r012,r0212,assignee,approver,2017-05-15 06:47:00,2017-05-23 05:16:00,transfer_of_task
case449,r0212,r0212,approver,approver,2017-05-23 05:16:00,2017-06-01 06:08:00,task_execution
case45,r0,r0,assigner,assigner,2017-03-07 13:11:00,2017-04-15 15:33:00,task_execution
case45,r0,r02,assigner,assignee,2017-04-15 15:33:00,2017-06-04 10:01:00,transfer_of_task
case45,r02,r02,assignee,assignee,2017-06-04 10:01:00,2017-06-17 03:37:00,task_execution
case45,r02,r012,assignee,approver,2017-06-17 03:37:00,2017-06-20 03:31:00,transfer_of_task
case45,r012,r012,approver,approver,2017-06-20 03:31:00,2017-06-21 23:45:00,task_execution
case450,r0,r0,assigner,assigner,2017-03-01 08:37:00,2017-03-18 19:43:00,task_execution
case450,r0,r022,assigner,assignee,2017-03-18 19:43:00,2017-04-03 14:05:00,transfer_of_task
case450,r022,r022,assignee,assignee,2017-04-03 14:05:00,2017-05-05 08:17:00,task_execution
case450,r022,r0212,assignee,approver,2017-05-05 08:17:00,2017-05-17 10:11:00,transfer_of_task
case450,r0212,r0212,approver,approver,2017-05-17 10:11:00,2017-06-15 00:17:00,task_execution
case451,r012,r012,assigner,assigner,2017-03-06 01:02:00,2017-03-24 10:11:00,task_execution
case451,r012,r021,assigner,assignee,2017-03-24 10:11:00,2017-03-29 16:02:00,transfer_of_task
case451,r021,r021,assignee,assignee,2017-03-29 16:02:00,2017-04-01 12:37:00,task_execution
case451,r021,r022,assignee,approver,2017-04-01 12:37:00,2017-04-18 09:34:00,transfer_of_task
case451,r022,r022,approver,approver,2017-04-18 09:34:00,2017-06-18 13:19:00,task_execution
case452,r02,r02,assigner,assigner,2017-03-21 08:26:00,2017-04-05 05:21:00,task_execution
case452,r02,r01,assigner,assignee,2017-04-05 05:21:00,2017-05-06 18:44:00,transfer_of_task
case452,r01,r01,assignee,assignee,2017-05-06 18:44:00,2017-05-28 18:40:00,task_execution
case452,r01,r021,assignee,approver,2017-05-28 18:40:00,2017-06-16 15:36:00,transfer_of_task
case452,r021,r021,approver,approver,2017-06-16 15:36:00,2017-06-29 11:01:00,task_execution
case453,r0,r0,assigner,assigner,2017-03-14 00:31:00,2017-03-20 16:55:00,task_execution
case453,r0,r01,assigner,assignee,2017-03-20 16:55:00,2017-03-30 09:43:00,transfer_of_task
case453,r01,r01,assignee,assignee,2017-03-30 09:43:00,2017-05-25 18:11:00,task_execution
case453,r01,r021,assignee,approver,2017-05-25 18:11:00,2017-05-25 20:45:00,transfer_of_task
case453,r021,r021,approver,approver,2017-05-25 20:45:00,2017-06-07 05:36:00,task_execution
case454,r011,r011,assigner,assigner,2017-03-05 01:07:00,2017-03-19 01:06:00,task_execution
case454,r011,r021,assigner,assignee,2017-03-19 01:06:00,2017-03-26 16:49:00,transfer_of_task
case454,r021,r021,assignee,assignee,2017-03-26 16:49:00,2017-04-05 05:49:00,task_execution
case454,r021,r0212,assignee,approver,2017-04-05 05:49:00,2017-05-12 01:41:00,transfer_of_task
case454,r0212,r0212,approver,approver,2017-05-12 01:41:00,2017-06-20 22:33:00,task_execution
case455,r012,r012,assigner,assigner,2017-03-14 21:08:00,2017-04-01 23:49:00,task_execution
case455,r012,r021,assigner,assignee,2017-04-01 23:49:00,2017-04-02 10:50:00,transfer_of_task
case455,r021,r021,assignee,assignee,2017-04-02 10:50:00,2017-04-30 10:24:00,task_execution
case455,r021,r0211,assignee,approver,2017-04-30 10:24:00,2017-05-29 01:18:00,transfer_of_task
case455,r0211,r0211,approver,approver,2017-05-29 01:18:00,2017-06-22 05:03:00,task_execution
case456,r0,r0,assigner,assigner,2017-03-03 06:50:00,2017-04-03 01:19:00,task_execution
case456,r0,r012,assigner,assignee,2017-04-03 01:19:00,2017-04-11 06:53:00,transfer_of_task
case456,r012,r012,assignee,assignee,2017-04-11 06:53:00,2017-04-16 05:34:00,task_execution
case456,r012,r0212,assignee,approver,2017-04-16 05:34:00,2017-05-09 05:25:00,transfer_of_task
case456,r0212,r0212,approver,approver,2017-05-09 05:25:00,2017-05-25 17:31:00,task_execution
case457,r0,r0,assigner,assigner,2017-04-01 17:29:00,2017-04-16 10:43:00,task_execution
case457,r0,r011,assigner,assignee,2017-04-16 10:43:00,2017-04-24 02:42:00,transfer_of_task
case457,r011,r011,assignee,assignee,2017-04-24 02:42:00,2017-04-25 07:34:00,task_execution
case457,r011,r0211,assignee,approver,2017-04-25 07:34:00,2017-05-06 21:39:00,transfer_of_task
case457,r0211,r0211,approver,approver,2017-05-06 21:39:00,2017-06-21 01:08:00,task_execution
case458,r0,r0,assigner,assigner,2017-03-26 05:20:00,2017-05-10 00:35:00,task_execution
case458,r0,r022,assigner,assignee,2017-05-10 00:35:00,2017-05-21 20:18:00,transfer_of_task
case458,r022,r022,assignee,assignee,2017-05-21 20:18:00,2017-05-26 22:10:00,task_execution
case458,r022,r0212,assignee,approver,2017-05-26 22:10:00,2017-06-23 20:42:00,transfer_of_task
case458,r0212,r0212,approver,approver,2017-06-23 20:42:00,2017-06-29 05:00:00,task_execution
case459,r02,r02,assigner,assigner,2017-03-01 06:41:00,2017-03-01 13:47:00,task_execution
case459,r02,r012,assigner,assignee,2017-03-01 13:47:00,2017-03-02 06:25:00,transfer_of_task
case459,r012,r012,assignee,assignee,2017-03-02 06:25:00,2017-03-09 13:21:00,task_execution
case459,r012,r011,assignee,approver,2017-03-09 13:21:00,2017-05-06 02:49:00,transfer_of_task
case459,r011,r011,approver,approver,2017-05-06 02:49:00,2017-06-14 04:12:00,task_execution
case46,r01,r01,assigner,assigner,2017-03-16 19:46:00,2017-03-29 04:00:00,task_execution
case46,r01,r011,assigner,assignee,2017-03-29 04:00:00,2017-04-30 03:59:00,transfer_of_task
case46,r011,r011,assignee,assignee,2017-04-30 03:59:00,2017-06-09 03:20:00,task_execution
case46,r011,r0211,assignee,approver,2017-06-09 03:20:00,2017-06-22 00:28:00,transfer_of_task
case46,r0211,r0211,approver,approver,2017-06-22 00:28:00,2017-06-28 20:16:00,task_execution
case460,r01,r01,assigner,assigner,2017-03-21 18:02:00,2017-03-22 03:40:00,task_execution
case460,r01,r011,assigner,assignee,2017-03-22 03:40:00,2017-03-25 05:32:00,transfer_of_task
case460,r011,r011,assignee,assignee,2017-03-25 05:32:00,2017-04-02 23:39:00,task_execution
case460,r011,r012,assignee,approver,2017-04-02 23:39:00,2017-06-06 12:53:00,transfer_of_task
case460,r012,r012,approver,approver,2017-06-06 12:53:00,2017-06-15 15:12:00,task_execution
case461,r01,r01,assigner,assigner,2017-03-02 12:42:00,2017-03-30 22:31:00,task_execution
case461,r01,r012,assigner,assignee,2017-03-30 22:31:00,2017-04-06 23:28:00,transfer_of_task
case461,r012,r012,assignee,assignee,2017-04-06 23:28:00,2017-04-30 15:28:00,task_execution
case461,r012,r011,assignee,approver,2017-04-30 15:28:00,2017-05-10 18:58:00,transfer_of_task
case461,r011,r011,approver,approver,2017-05-10 18:58:00,2017-05-25 20:29:00,task_execution
case462,r0,r0,assigner,assigner,2017-05-03 11:19:00,2017-05-14 00:20:00,task_execution
case462,r0,r02,assigner,assignee,2017-05-14 00:20:00,2017-05-14 07:18:00,transfer_of_task
case462,r02,r02,assignee,assignee,2017-05-14 07:18:00,2017-05-30 05:24:00,task_execution
case462,r02,r021,assignee,approver,2017-05-30 05:24:00,2017-05-30 06:54:00,transfer_of_task
case462,r021,r021,approver,approver,2017-05-30 06:54:00,2017-06-25 20:02:00,task_execution
case463,r0,r0,assigner,assigner,2017-03-05 17:06:00,2017-03-13 20:09:00,task_execution
case463,r0,r011,assigner,assignee,2017-03-13 20:09:00,2017-04-05 18:28:00,transfer_of_task
case463,r011,r011,assignee,assignee,2017-04-05 18:28:00,2017-05-25 12:26:00,task_execution
case463,r011,r0212,assignee,approver,2017-05-25 12:26:00,2017-05-28 08:02:00,transfer_of_task
case463,r0212,r0212,approver,approver,2017-05-28 08:02:00,2017-06-13 03:32:00,task_execution
case464,r0,r0,assigner,assigner,2017-03-22 06:27:00,2017-04-04 13:42:00,task_execution
case464,r0,r01,assigner,assignee,2017-04-04 13:42:00,2017-04-07 11:16:00,transfer_of_task
case464,r01,r01,assignee,assignee,2017-04-07 11:16:00,2017-04-08 05:04:00,task_execution
case464,r01,r02,assignee,approver,2017-04-08 05:04:00,2017-04-12 19:01:00,transfer_of_task
case464,r02,r02,approver,approver,2017-04-12 19:01:00,2017-06-15 17:04:00,task_execution
case465,r01,r01,assigner,assigner,2017-04-13 05:10:00,2017-04-30 13:13:00,task_execution
case465,r01,r021,assigner,assignee,2017-04-30 13:13:00,2017-05-22 00:25:00,transfer_of_task
case465,r021,r021,assignee,assignee,2017-05-22 00:25:00,2017-05-26 18:28:00,task_execution
case465,r021,r0212,assignee,approver,2017-05-26 18:28:00,2017-06-01 00:11:00,transfer_of_task
case465,r0212,r0212,approver,approver,2017-06-01 00:11:00,2017-06-09 14:11:00,task_execution
case466,r01,r01,assigner,assigner,2017-03-26 12:31:00,2017-04-01 06:28:00,task_execution
case466,r01,r02,assigner,assignee,2017-04-01 06:28:00,2017-04-18 21:37:00,transfer_of_task
case466,r02,r02,assignee,assignee,2017-04-18 21:37:00,2017-04-19 17:41:00,task_execution
case466,r02,r021,assignee,approver,2017-04-19 17:41:00,2017-05-16 00:30:00,transfer_of_task
case466,r021,r021,approver,approver,2017-05-16 00:30:00,2017-05-19 05:53:00,task_execution
case467,r01,r01,assigner,assigner,2017-03-23 17:25:00,2017-04-02 00:39:00,task_execution
case467,r01,r021,assigner,assignee,2017-04-02 00:39:00,2017-04-04 16:03:00,transfer_of_task
case467,r021,r021,assignee,assignee,2017-04-04 16:03:00,2017-04-13 14:46:00,task_execution
case467,r021,r012,assignee,approver,2017-04-13 14:46:00,2017-06-09 14:03:00,transfer_of_task
case467,r012,r012,approver,approver,2017-06-09 14:03:00,2017-06-23 04:50:00,task_execution
case468,r012,r012,assigner,assigner,2017-04-01 02:11:00,2017-04-05 12:44:00,task_execution
case468,r012,r011,assigner,assignee,2017-04-05 12:44:00,2017-04-10 16:12:00,transfer_of_task
case468,r011,r011,assignee,assignee,2017-04-10 16:12:00,2017-06-07 22:00:00,task_execution
case468,r011,r0211,assignee,approver,2017-06-07 22:00:00,2017-06-17 19:31:00,transfer_of_task
case468,r0211,r0211,approver,approver,2017-06-17 19:31:00,2017-06-28 04:40:00,task_execution
case469,r022,r022,assigner,assigner,2017-04-05 15:16:00,2017-04-05 17:05:00,task_execution
case469,r022,r011,assigner,assignee,2017-04-05 17:05:00,2017-04-14 22:57:00,transfer_of_task
case469,r011,r011,assignee,assignee,2017-04-14 22:57:00,2017-04-21 06:43:00,task_execution
case469,r011,r0211,assignee,approver,2017-04-21 06:43:00,2017-05-23 01:05:00,transfer_of_task
case469,r0211,r0211,approver,approver,2017-05-23 01:05:00,2017-05-25 15:40:00,task_execution
case47,r01,r01,assigner,assigner,2017-03-20 16:27:00,2017-03-29 06:10:00,task_execution
case47,r01,r02,assigner,assignee,2017-03-29 06:10:00,2017-04-05 09:04:00,transfer_of_task
case47,r02,r02,assignee,assignee,2017-04-05 09:04:00,2017-04-15 04:37:00,task_execution
case47,r02,r021,assignee,approver,2017-04-15 04:37:00,2017-04-15 11:13:00,transfer_of_task
case47,r021,r021,approver,approver,2017-04-15 11:13:00,2017-04-22 12:54:00,task_execution
case470,r02,r02,assigner,assigner,2017-03-07 12:46:00,2017-03-08 20:16:00,task_execution
case470,r02,r022,assigner,assignee,2017-03-08 20:16:00,2017-03-25 02:07:00,transfer_of_task
case470,r022,r022,assignee,assignee,2017-03-25 02:07:00,2017-04-07 18:34:00,task_execution
case470,r022,r012,assignee,approver,2017-04-07 18:34:00,2017-04-22 17:06:00,transfer_of_task
case470,r012,r012,approver,approver,2017-04-22 17:06:00,2017-05-23 16:32:00,task_execution
case471,r0,r0,assigner,assigner,2017-04-01 09:58:00,2017-04-30 10:55:00,task_execution
case471,r0,r022,assigner,assignee,2017-04-30 10:55:00,2017-05-10 21:15:00,transfer_of_task
case471,r022,r022,assignee,assignee,2017-05-10 21:15:00,2017-05-26 11:29:00,task_execution
case471,r022,r0211,assignee,approver,2017-05-26 11:29:00,2017-05-28 22:10:00,transfer_of_task
case471,r0211,r0211,approver,approver,2017-05-28 22:10:00,2017-06-17 04:44:00,task_execution
case472,r02,r02,assigner,assigner,2017-03-10 00:37:00,2017-03-17 06:26:00,task_execution
case472,r02,r021,assigner,assignee,2017-03-17 06:26:00,2017-04-09 18:21:00,transfer_of_task
case472,r021,r021,assignee,assignee,2017-04-09 18:21:00,2017-06-10 04:47:00,task_execution
case472,r021,r011,assignee,approver,2017-06-10 04:47:00,2017-06-21 15:53:00,transfer_of_task
case472,r011,r011,approver,approver,2017-06-21 15:53:00,2017-06-27 02:16:00,task_execution
case473,r0,r0,assigner,assigner,2017-03-23 13:07:00,2017-04-03 20:57:00,task_execution
case473,r0,r021,assigner,assignee,2017-04-03 20:57:00,2017-04-09 13:22:00,transfer_of_task
case473,r021,r021,assignee,assignee,2017-04-09 13:22:00,2017-04-11 11:33:00,task_execution
case473,r021,r011,assignee,approver,2017-04-11 11:33:00,2017-05-10 17:57:00,transfer_of_task
case473,r011,r011,approver,approver,2017-05-10 17:57:00,2017-05-21 19:46:00,task_execution
case474,r01,r01,assigner,assigner,2017-03-16 21:22:00,2017-03-17 17:01:00,task_execution
case474,r01,r012,assigner,assignee,2017-03-17 17:01:00,2017-03-24 05:45:00,transfer_of_task
case474,r012,r012,assignee,assignee,2017-03-24 05:45:00,2017-03-26 21:55:00,task_execution
case474,r012,r011,assignee,approver,2017-03-26 21:55:00,2017-05-08 09:04:00,transfer_of_task
case474,r011,r011,approver,approver,2017-05-08 09:04:00,2017-06-30 12:44:00,task_execution
case475,r021,r021,assigner,assigner,2017-03-03 18:26:00,2017-04-21 07:47:00,task_execution
case475,r021,r012,assigner,assignee,2017-04-21 07:47:00,2017-05-13 22:32:00,transfer_of_task
case475,r012,r012,assignee,assignee,2017-05-13 22:32:00,2017-05-29 09:50:00,task_execution
case475,r012,r022,assignee,approver,2017-05-29 09:50:00,2017-06-23 10:30:00,transfer_of_task
case475,r022,r022,approver,approver,2017-06-23 10:30:00,2017-06-26 18:07:00,task_execution
case476,r01,r01,assigner,assigner,2017-03-03 04:18:00,2017-03-06 00:38:00,task_execution
case476,r01,r012,assigner,assignee,2017-03-06 00:38:00,2017-04-22 13:39:00,transfer_of_task
case476,r012,r012,assignee,assignee,2017-04-22 13:39:00,2017-06-13 06:38:00,task_execution
case476,r012,r0211,assignee,approver,2017-06-13 06:38:00,2017-06-24 02:07:00,transfer_of_task
case476,r0211,r0211,approver,approver,2017-06-24 02:07:00,2017-06-27 15:00:00,task_execution
case477,r012,r012,assigner,assigner,2017-03-10 12:09:00,2017-04-01 04:29:00,task_execution
case477,r012,r021,assigner,assignee,2017-04-01 04:29:00,2017-05-24 11:49:00,transfer_of_task
case477,r021,r021,assignee,assignee,2017-05-24 11:49:00,2017-06-06 13:52:00,task_execution
case477,r021,r0212,assignee,approver,2017-06-06 13:52:00,2017-06-12 08:52:00,transfer_of_task
case477,r0212,r0212,approver,approver,2017-06-12 08:52:00,2017-06-17 14:31:00,task_execution
case478,r011,r011,assigner,assigner,2017-04-16 00:58:00,2017-05-11 02:24:00,task_execution
case478,r011,r022,assigner,assignee,2017-05-11 02:24:00,2017-05-14 14:59:00,transfer_of_task
case478,r022,r022,assignee,assignee,2017-05-14 14:59:00,2017-05-19 23:23:00,task_execution
case478,r022,r0211,assignee,approver,2017-05-19 23:23:00,2017-06-01 01:19:00,transfer_of_task
case478,r0211,r0211,approver,approver,2017-06-01 01:19:00,2017-06-01 18:55:00,task_execution
case479,r02,r02,assigner,assigner,2017-03-14 03:11:00,2017-04-15 13:41:00,task_execution
case479,r02,r01,assigner,assignee,2017-04-15 13:41:00,2017-05-01 06:10:00,transfer_of_task
case479,r01,r01,assignee,assignee,2017-05-01 06:10:00,2017-06-04 11:05:00,task_execution
case479,r01,r011,assignee,approver,2017-06-04 11:05:00,2017-06-09 07:04:00,transfer_of_task
case479,r011,r011,approver,approver,2017-06-09 07:04:00,2017-06-12 10:14:00,task_execution
case48,r0,r0,assigner,assigner,2017-04-07 10:10:00,2017-04-13 01:19:00,task_execution
case48,r0,r011,assigner,assignee,2017-04-13 01:19:00,2017-04-14 01:42:00,transfer_of_task
case48,r011,r011,assignee,assignee,2017-04-14 01:42:00,2017-05-04 00:07:00,task_execution
case48,r011,r012,assignee,approver,2017-05-04 00:07:00,2017-06-16 05:08:00,transfer_of_task
case48,r012,r012,approver,approver,2017-06-16 05:08:00,2017-06-21 21:50:00,task_execution
case480,r011,r011,assigner,assigner,2017-03-26 15:03:00,2017-04-29 08:09:00,task_execution
case480,r011,r012,assigner,assignee,2017-04-29 08:09:00,2017-05-16 13:09:00,transfer_of_task
case480,r012,r012,assignee,assignee,2017-05-16 13:09:00,2017-06-06 23:36:00,task_execution
case480,r012,r0211,assignee,approver,2017-06-06 23:36:00,2017-06-12 13:24:00,transfer_of_task
case480,r0211,r0211,approver,approver,2017-06-12 13:24:00,2017-06-16 08:37:00,task_execution
case481,r022,r022,assigner,assigner,2017-03-06 21:02:00,2017-03-10 17:59:00,task_execution
case481,r022,r021,assigner,assignee,2017-03-10 17:59:00,2017-03-14 01:06:00,transfer_of_task
case481,r021,r021,assignee,assignee,2017-03-14 01:06:00,2017-03-30 15:39:00,task_execution
case481,r021,r0212,assignee,approver,2017-03-30 15:39:00,2017-05-05 15:35:00,transfer_of_task
case481,r0212,r0212,approver,approver,2017-05-05 15:35:00,2017-05-12 04:57:00,task_execution
case482,r0,r0,assigner,assigner,2017-03-16 02:30:00,2017-03-28 21:02:00,task_execution
case482,r0,r01,assigner,assignee,2017-03-28 21:02:00,2017-05-25 08:41:00,transfer_of_task
case482,r01,r01,assignee,assignee,2017-05-25 08:41:00,2017-06-04 23:09:00,task_execution
case482,r01,r012,assignee,approver,2017-06-04 23:09:00,2017-06-07 11:06:00,transfer_of_task
case482,r012,r012,approver,approver,2017-06-07 11:06:00,2017-06-30 22:39:00,task_execution
case483,r0,r0,assigner,assigner,2017-03-16 04:59:00,2017-04-04 08:13:00,task_execution
case483,r0,r011,assigner,assignee,2017-04-04 08:13:00,2017-05-02 21:19:00,transfer_of_task
case483,r011,r011,assignee,assignee,2017-05-02 21:19:00,2017-05-27 22:06:00,task_execution
case483,r011,r0211,assignee,approver,2017-05-27 22:06:00,2017-06-07 07:21:00,transfer_of_task
case483,r0211,r0211,approver,approver,2017-06-07 07:21:00,2017-06-07 08:02:00,task_execution
case484,r01,r01,assigner,assigner,2017-04-20 06:55:00,2017-04-30 00:13:00,task_execution
case484,r01,r011,assigner,assignee,2017-04-30 00:13:00,2017-05-11 15:19:00,transfer_of_task
case484,r011,r011,assignee,assignee,2017-05-11 15:19:00,2017-05-13 04:43:00,task_execution
case484,r011,r012,assignee,approver,2017-05-13 04:43:00,2017-06-05 15:45:00,transfer_of_task
case484,r012,r012,approver,approver,2017-06-05 15:45:00,2017-06-26 13:35:00,task_execution
case485,r0,r0,assigner,assigner,2017-03-14 19:08:00,2017-04-13 14:15:00,task_execution
case485,r0,r02,assigner,assignee,2017-04-13 14:15:00,2017-05-20 01:44:00,transfer_of_task
case485,r02,r02,assignee,assignee,2017-05-20 01:44:00,2017-05-27 18:08:00,task_execution
case485,r02,r0212,assignee,approver,2017-05-27 18:08:00,2017-05-28 14:34:00,transfer_of_task
case485,r0212,r0212,approver,approver,2017-05-28 14:34:00,2017-06-18 08:10:00,task_execution
case486,r02,r02,assigner,assigner,2017-03-06 16:47:00,2017-03-07 09:06:00,task_execution
case486,r02,r011,assigner,assignee,2017-03-07 09:06:00,2017-03-10 09:10:00,transfer_of_task
case486,r011,r011,assignee,assignee,2017-03-10 09:10:00,2017-03-25 08:07:00,task_execution
case486,r011,r022,assignee,approver,2017-03-25 08:07:00,2017-06-12 18:48:00,transfer_of_task
case486,r022,r022,approver,approver,2017-06-12 18:48:00,2017-06-15 00:08:00,task_execution
case487,r01,r01,assigner,assigner,2017-03-04 18:46:00,2017-03-12 08:03:00,task_execution
case487,r01,r022,assigner,assignee,2017-03-12 08:03:00,2017-04-06 18:15:00,transfer_of_task
case487,r022,r022,assignee,assignee,2017-04-06 18:15:00,2017-04-29 02:19:00,task_execution
case487,r022,r021,assignee,approver,2017-04-29 02:19:00,2017-05-24 12:51:00,transfer_of_task
case487,r021,r021,approver,approver,2017-05-24 12:51:00,2017-06-03 20:19:00,task_execution
case488,r0,r0,assigner,assigner,2017-04-18 07:45:00,2017-04-19 08:27:00,task_execution
case488,r0,r02,assigner,assignee,2017-04-19 08:27:00,2017-04-21 17:57:00,transfer_of_task
case488,r02,r02,assignee,assignee,2017-04-21 17:57:00,2017-04-27 11:51:00,task_execution
case488,r02,r012,assignee,approver,2017-04-27 11:51:00,2017-05-24 17:59:00,transfer_of_task
case488,r012,r012,approver,approver,2017-05-24 17:59:00,2017-06-21 11:52:00,task_execution
case489,r0,r0,assigner,assigner,2017-03-15 01:20:00,2017-04-14 08:35:00,task_execution
case489,r0,r02,assigner,assignee,2017-04-14 08:35:00,2017-04-16 21:05:00,transfer_of_task
case489,r02,r02,assignee,assignee,2017-04-16 21:05:00,2017-04-20 08:30:00,task_execution
case489,r02,r0211,assignee,approver,2017-04-20 08:30:00,2017-06-06 11:17:00,transfer_of_task
case489,r0211,r0211,approver,approver,2017-06-06 11:17:00,2017-06-15 21:09:00,task_execution
case49,r02,r02,assigner,assigner,2017-03-17 22:49:00,2017-03-19 06:17:00,task_execution
case49,r02,r022,assigner,assignee,2017-03-19 06:17:00,2017-03-30 15:50:00,transfer_of_task
case49,r022,r022,assignee,assignee,2017-03-30 15:50:00,2017-05-29 01:05:00,task_execution
case49,r022,r0212,assignee,approver,2017-05-29 01:05:00,2017-06-04 03:46:00,transfer_of_task
case49,r0212,r0212,approver,approver,2017-06-04 03:46:00,2017-06-26 11:55:00,task_execution
case490,r01,r01,assigner,assigner,2017-03-20 05:10:00,2017-03-21 13:59:00,task_execution
case490,r01,r02,assigner,assignee,2017-03-21 13:59:00,2017-03-24 18:11:00,transfer_of_task
case490,r02,r02,assignee,assignee,2017-03-24 18:11:00,2017-04-06 12:24:00,task_execution
case490,r02,r012,assignee,approver,2017-04-06 12:24:00,2017-04-09 01:32:00,transfer_of_task
case490,r012,r012,approver,approver,2017-04-09 01:32:00,2017-05-02 20:41:00,task_execution
case491,r022,r022,assigner,assigner,2017-03-29 12:18:00,2017-04-07 01:32:00,task_execution
case491,r022,r012,assigner,assignee,2017-04-07 01:32:00,2017-04-11 20:24:00,transfer_of_task
case491,r012,r012,assignee,assignee,2017-04-11 20:24:00,2017-04-19 02:46:00,task_execution
case491,r012,r0212,assignee,approver,2017-04-19 02:46:00,2017-04-30 20:03:00,transfer_of_task
case491,r0212,r0212,approver,approver,2017-04-30 20:03:00,2017-05-10 21:33:00,task_execution
case492,r01,r01,assigner,assigner,2017-03-05 08:52:00,2017-03-10 06:31:00,task_execution
case492,r01,r022,assigner,assignee,2017-03-10 06:31:00,2017-03-12 09:51:00,transfer_of_task
case492,r022,r022,assignee,assignee,2017-03-12 09:51:00,2017-03-16 01:11:00,task_execution
case492,r022,r0212,assignee,approver,2017-03-16 01:11:00,2017-04-03 00:48:00,transfer_of_task
case492,r0212,r0212,approver,approver,2017-04-03 00:48:00,2017-06-01 11:05:00,task_execution
case493,r01,r01,assigner,assigner,2017-03-16 11:21:00,2017-03-29 18:50:00,task_execution
case493,r01,r012,assigner,assignee,2017-03-29 18:50:00,2017-04-21 08:53:00,transfer_of_task
case493,r012,r012,assignee,assignee,2017-04-21 08:53:00,2017-05-30 00:13:00,task_execution
case493,r012,r0212,assignee,approver,2017-05-30 00:13:00,2017-06-12 03:01:00,transfer_of_task
case493,r0212,r0212,approver,approver,2017-06-12 03:01:00,2017-06-19 15:13:00,task_execution
case494,r0,r0,assigner,assigner,2017-03-06 12:40:00,2017-03-07 11:58:00,task_execution
case494,r0,r01,assigner,assignee,2017-03-07 11:58:00,2017-03-19 06:13:00,transfer_of_task
case494,r01,r01,assignee,assignee,2017-03-19 06:13:00,2017-04-26 13:27:00,task_execution
case494,r01,r0211,assignee,approver,2017-04-26 13:27:00,2017-05-25 18:11:00,transfer_of_task
case494,r0211,r0211,approver,approver,2017-05-25 18:11:00,2017-06-12 13:46:00,task_execution
case495,r01,r01,assigner,assigner,2017-03-20 11:47:00,2017-04-04 02:41:00,task_execution
case495,r01,r02,assigner,assignee,2017-04-04 02:41:00,2017-05-30 12:32:00,transfer_of_task
case495,r02,r02,assignee,assignee,2017-05-30 12:32:00,2017-06-02 11:16:00,task_execution
case495,r02,r012,assignee,approver,2017-06-02 11:16:00,2017-06-12 13:12:00,transfer_of_task
case495,r012,r012,approver,approver,2017-06-12 13:12:00,2017-06-30 01:27:00,task_execution
case496,r01,r01,assigner,assigner,2017-03-23 05:48:00,2017-04-16 14:52:00,task_execution
case496,r01,r021,assigner,assignee,2017-04-16 14:52:00,2017-04-27 06:23:00,transfer_of_task
case496,r021,r021,assignee,assignee,2017-04-27 06:23:00,2017-06-02 15:19:00,task_execution
case496,r021,r022,assignee,approver,2017-06-02 15:19:00,2017-06-17 20:10:00,transfer_of_task
case496,r022,r022,approver,approver,2017-06-17 20:10:00,2017-06-21 12:52:00,task_execution
case497,r021,r021,assigner,assigner,2017-04-16 20:07:00,2017-04-21 15:37:00,task_execution
case497,r021,r012,assigner,assignee,2017-04-21 15:37:00,2017-05-13 15:08:00,transfer_of_task
case497,r012,r012,assignee,assignee,2017-05-13 15:08:00,2017-05-27 05:31:00,task_execution
case497,r012,r0212,assignee,approver,2017-05-27 05:31:00,2017-06-22 10:02:00,transfer_of_task
